player_ranking,tourney_year,tourney_name,tourney_location,tourney_dates,tourney_conditions,tourney_surface,opponent_name,match_win_loss,match_score
2,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,Andreas Beck,W,63 64 63
2,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,Brian Dabul,W,61 64 62
2,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,Mardy Fish,W,67(5) 76(1) 64
2,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,Marcos Baghdatis,W,64 63
2,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,Nikolay Davydenko,W,64 75
2,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,Philipp Kohlschreiber,W,(W/O)
2,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,Denis Istomin,W,52 (RET)
3,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,Andy Murray,L,57 57
3,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,Novak Djokovic,W,61 36 75
3,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,Tomas Berdych,W,63 57 76(5) 
3,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,Michael Llodra,W,76(2) 63
3,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,Juan Ignacio Chela,W,76(7) 63
2,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,Tomas Berdych,L,46 63 16 46
2,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,Jurgen Melzer,W,63 62 63
2,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,Arnaud Clement,W,62 64 62
2,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,Ilija Bozoljac,W,63 67(4) 64 76(5) 
2,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,Alejandro Falla,W,57 46 64 76(1) 60
2,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,Lleyton Hewitt,L,63 67(4) 46
2,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,Philipp Petzschner,W,76(3) 64
2,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,Philipp Kohlschreiber,W,75 63
2,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,Alejandro Falla,W,61 62
2,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,Jarkko Nieminen,W,64 64
1,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,Robin Soderling,L,63 36 57 46
1,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,Stan Wawrinka,W,63 76(5) 62
1,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,Julian Reister,W,64 60 64
1,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,Alejandro Falla,W,76(4) 62 64
1,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,Peter Luczak,W,64 61 62
1,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,Rafael Nadal,L,46 67(5) 
1,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,David Ferrer,W,75 36 63
1,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,Ernests Gulbis,W,36 61 64
1,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,Stan Wawrinka,W,63 61
1,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,Benjamin Becker,W,62 76(4) 
1,2010,Estoril,"Estoril, Portugal",2010.05.03 - 2010.05.09,Outdoor,Clay,Albert Montanes,L,26 67(5) 
1,2010,Estoril,"Estoril, Portugal",2010.05.03 - 2010.05.09,Outdoor,Clay,Arnaud Clement,W,76(7) 62
1,2010,Estoril,"Estoril, Portugal",2010.05.03 - 2010.05.09,Outdoor,Clay,Bjorn Phau,W,63 64
1,2010,ATP World Tour Masters 1000 Rome,"Rome, Italy",2010.04.26 - 2010.05.02,Outdoor,Clay,Ernests Gulbis,L,62 16 57
1,2010,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2010.03.22 - 2010.04.04,Outdoor,Hard,Tomas Berdych,L,46 76(3) 67(6) 
1,2010,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2010.03.22 - 2010.04.04,Outdoor,Hard,Florent Serra,W,76(2) 76(3) 
1,2010,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2010.03.22 - 2010.04.04,Outdoor,Hard,Nicolas Lapentti,W,63 63
1,2010,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2010.03.08 - 2010.03.21,Outdoor,Hard,Marcos Baghdatis,L,75 57 67(4) 
1,2010,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2010.03.08 - 2010.03.21,Outdoor,Hard,Victor Hanescu,W,63 67(5) 61
1,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,Andy Murray,W,63 64 76(11) 
1,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,Jo-Wilfried Tsonga,W,62 63 62
1,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,Nikolay Davydenko,W,26 63 60 75
1,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,Lleyton Hewitt,W,62 63 64
1,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,Albert Montanes,W,63 64 64
1,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,Victor Hanescu,W,62 63 62
1,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,Igor Andreev,W,46 62 76(2) 60
1,2010,Doha,"Doha, Qatar",2010.01.04 - 2010.01.09,Outdoor,Hard,Nikolay Davydenko,L,46 46
1,2010,Doha,"Doha, Qatar",2010.01.04 - 2010.01.09,Outdoor,Hard,Ernests Gulbis,W,62 46 64
1,2010,Doha,"Doha, Qatar",2010.01.04 - 2010.01.09,Outdoor,Hard,Evgeny Korolev,W,62 64
1,2010,Doha,"Doha, Qatar",2010.01.04 - 2010.01.09,Outdoor,Hard,Christophe Rochus,W,61 62
4,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,Jo-Wilfried Tsonga,W,63 67(6) 63
4,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,David Ferrer,W,75 63
4,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,Mardy Fish,W,61 36 63
4,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,Rafael Nadal,W,63 60
4,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,Jo-Wilfried Tsonga,W,62 26 64
4,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,Jo-Wilfried Tsonga,W,61 76(3) 
4,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,Tomas Berdych,W,64 63
4,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,Juan Monaco,W,63 75
4,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,Richard Gasquet,W,62 64
4,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,Adrian Mannarino,W,62 63
4,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,Kei Nishikori,W,61 63
4,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,Stan Wawrinka,W,76(5) 62
4,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,Andy Roddick,W,63 62
4,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,Jarkko Nieminen,W,61 46 63
4,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,Potito Starace,W,76(3) 64
3,2011,AUS vs SUI WG Play-Off,Australia,2011.09.12 - 2011.09.18,Outdoor,Grass,Bernard Tomic,W,62 75 36 63
3,2011,AUS vs SUI WG Play-Off,Australia,2011.09.12 - 2011.09.18,Outdoor,Grass,Lleyton Hewitt,W,57 76(5) 62 63
3,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,Novak Djokovic,L,76(7) 64 36 26 57
3,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,Jo-Wilfried Tsonga,W,64 63 63
3,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,Juan Monaco,W,61 62 60
3,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,Marin Cilic,W,63 46 64 62
3,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,Dudi Sela,W,63 62 62
3,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,Santiago Giraldo,W,64 63 62
3,2011,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2011.08.15 - 2011.08.21,Outdoor,Hard,Tomas Berdych,L,26 67(3) 
3,2011,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2011.08.15 - 2011.08.21,Outdoor,Hard,James Blake,W,64 61
3,2011,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2011.08.15 - 2011.08.21,Outdoor,Hard,Juan Martin del Potro,W,63 75
3,2011,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2011.08.08 - 2011.08.14,Outdoor,Hard,Jo-Wilfried Tsonga,L,67(3) 64 16
3,2011,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2011.08.08 - 2011.08.14,Outdoor,Hard,Vasek Pospisil,W,75 63
3,2011,SUI vs. POR EAG 1 2nd RD,Switzerland,2011.07.04 - 2011.07.10,Indoor,Hard,Rui Machado,W,57 63 64 62
3,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,Jo-Wilfried Tsonga,L,63 76(3) 46 46 46
3,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,Mikhail Youzhny,W,67(5) 63 63 63
3,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,David Nalbandian,W,64 62 64
3,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,Adrian Mannarino,W,62 63 62
3,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,Mikhail Kukushkin,W,76(2) 64 62
3,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,Rafael Nadal,L,57 67(3) 75 16
3,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,Novak Djokovic,W,76(5) 63 36 76(5) 
3,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,Gael Monfils,W,64 63 76(3) 
3,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,Stan Wawrinka,W,63 62 75
3,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,Janko Tipsarevic,W,61 64 63
3,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,Maxime Teixeira,W,63 60 62
3,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,Feliciano Lopez,W,63 64 76(3) 
3,2011,ATP World Tour Masters 1000 Rome,"Rome, Italy",2011.05.09 - 2011.05.15,Outdoor,Clay,Richard Gasquet,L,64 67(2) 67(4) 
3,2011,ATP World Tour Masters 1000 Rome,"Rome, Italy",2011.05.09 - 2011.05.15,Outdoor,Clay,Jo-Wilfried Tsonga,W,64 62
3,2011,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2011.05.02 - 2011.05.08,Outdoor,Clay,Rafael Nadal,L,75 16 36
3,2011,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2011.05.02 - 2011.05.08,Outdoor,Clay,Robin Soderling,W,76(2) 64
3,2011,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2011.05.02 - 2011.05.08,Outdoor,Clay,Xavier Malisse,W,64 63
3,2011,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2011.05.02 - 2011.05.08,Outdoor,Clay,Feliciano Lopez,W,76(13) 67(1) 76(7) 
3,2011,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2011.04.11 - 2011.04.17,Outdoor,Clay,Jurgen Melzer,L,46 46
3,2011,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2011.04.11 - 2011.04.17,Outdoor,Clay,Marin Cilic,W,64 63
3,2011,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2011.04.11 - 2011.04.17,Outdoor,Clay,Philipp Kohlschreiber,W,62 61
3,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,Rafael Nadal,L,36 26
3,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,Gilles Simon,W,30 (RET)
3,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,Olivier Rochus,W,63 61
3,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,Juan Monaco,W,76(4) 64
3,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,Radek Stepanek,W,63 63
2,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,Novak Djokovic,L,36 63 26
2,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,Stan Wawrinka,W,63 64
2,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,Ryan Harrison,W,76(4) 63
2,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,Juan Ignacio Chela,W,60 62
2,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,Igor Andreev,W,75 76(4) 
2,2011,Dubai,"Dubai, U.A.E.",2011.02.21 - 2011.02.26,Outdoor,Hard,Novak Djokovic,L,36 36
2,2011,Dubai,"Dubai, U.A.E.",2011.02.21 - 2011.02.26,Outdoor,Hard,Richard Gasquet,W,62 75
2,2011,Dubai,"Dubai, U.A.E.",2011.02.21 - 2011.02.26,Outdoor,Hard,Sergiy Stakhovsky,W,63 64
2,2011,Dubai,"Dubai, U.A.E.",2011.02.21 - 2011.02.26,Outdoor,Hard,Marcel Granollers,W,63 64
2,2011,Dubai,"Dubai, U.A.E.",2011.02.21 - 2011.02.26,Outdoor,Hard,Somdev Devvarman,W,63 63
2,2011,Australian Open,"Melbourne, Australia",2011.01.17 - 2011.01.30,Outdoor,Hard,Novak Djokovic,L,67(3) 57 46
2,2011,Australian Open,"Melbourne, Australia",2011.01.17 - 2011.01.30,Outdoor,Hard,Stan Wawrinka,W,61 63 63
2,2011,Australian Open,"Melbourne, Australia",2011.01.17 - 2011.01.30,Outdoor,Hard,Tommy Robredo,W,63 36 63 62
2,2011,Australian Open,"Melbourne, Australia",2011.01.17 - 2011.01.30,Outdoor,Hard,Xavier Malisse,W,63 63 61
2,2011,Australian Open,"Melbourne, Australia",2011.01.17 - 2011.01.30,Outdoor,Hard,Gilles Simon,W,62 63 46 46 63
2,2011,Australian Open,"Melbourne, Australia",2011.01.17 - 2011.01.30,Outdoor,Hard,Lukas Lacko,W,61 61 63
2,2011,Doha,"Doha, Qatar",2011.01.03 - 2011.01.08,Outdoor,Hard,Nikolay Davydenko,W,63 64
2,2011,Doha,"Doha, Qatar",2011.01.03 - 2011.01.08,Outdoor,Hard,Jo-Wilfried Tsonga,W,63 76(2) 
2,2011,Doha,"Doha, Qatar",2011.01.03 - 2011.01.08,Outdoor,Hard,Viktor Troicki,W,62 62
2,2011,Doha,"Doha, Qatar",2011.01.03 - 2011.01.08,Outdoor,Hard,Marco Chiudinelli,W,76(5) 75
2,2011,Doha,"Doha, Qatar",2011.01.03 - 2011.01.08,Outdoor,Hard,Thomas Schoorel,W,76(3) 63
2,2012,Barclays ATP World Tour Finals,"London, Great Britain",2012.11.05 - 2012.11.12,Indoor,Hard,Novak Djokovic,L,67(6) 57
2,2012,Barclays ATP World Tour Finals,"London, Great Britain",2012.11.05 - 2012.11.12,Indoor,Hard,Andy Murray,W,76(5) 62
2,2012,Barclays ATP World Tour Finals,"London, Great Britain",2012.11.05 - 2012.11.12,Indoor,Hard,Juan Martin del Potro,L,67(3) 64 36
2,2012,Barclays ATP World Tour Finals,"London, Great Britain",2012.11.05 - 2012.11.12,Indoor,Hard,David Ferrer,W,64 76(5) 
2,2012,Barclays ATP World Tour Finals,"London, Great Britain",2012.11.05 - 2012.11.12,Indoor,Hard,Janko Tipsarevic,W,63 61
1,2012,Basel,"Basel, Switzerland",2012.10.22 - 2012.10.28,Indoor,Hard,Juan Martin del Potro,L,46 76(5) 67(3) 
1,2012,Basel,"Basel, Switzerland",2012.10.22 - 2012.10.28,Indoor,Hard,Paul-Henri Mathieu,W,75 64
1,2012,Basel,"Basel, Switzerland",2012.10.22 - 2012.10.28,Indoor,Hard,Benoit Paire,W,62 62
1,2012,Basel,"Basel, Switzerland",2012.10.22 - 2012.10.28,Indoor,Hard,Thomaz Bellucci,W,63 67(6) 75
1,2012,Basel,"Basel, Switzerland",2012.10.22 - 2012.10.28,Indoor,Hard,Benjamin Becker,W,75 63
1,2012,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2012.10.08 - 2012.10.14,Outdoor,Hard,Andy Murray,L,46 46
1,2012,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2012.10.08 - 2012.10.14,Outdoor,Hard,Marin Cilic,W,63 64
1,2012,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2012.10.08 - 2012.10.14,Outdoor,Hard,Stan Wawrinka,W,46 76(4) 60
1,2012,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2012.10.08 - 2012.10.14,Outdoor,Hard,Yen-Hsun Lu,W,63 75
1,2012,NED vs. SUI WG Play-Off,"Amsterdam, The Netherlands",2012.09.10 - 2012.09.16,Outdoor,Clay,Robin Haase,W,61 64 64
1,2012,NED vs. SUI WG Play-Off,"Amsterdam, The Netherlands",2012.09.10 - 2012.09.16,Outdoor,Clay,Thiemo de Bakker,W,63 64 64
1,2012,US Open,"New York, NY, U.S.A.",2012.08.27 - 2012.09.09,Outdoor,Hard,Tomas Berdych,L,67(1) 46 63 36
1,2012,US Open,"New York, NY, U.S.A.",2012.08.27 - 2012.09.09,Outdoor,Hard,Mardy Fish,W,(W/O)
1,2012,US Open,"New York, NY, U.S.A.",2012.08.27 - 2012.09.09,Outdoor,Hard,Fernando Verdasco,W,63 64 64
1,2012,US Open,"New York, NY, U.S.A.",2012.08.27 - 2012.09.09,Outdoor,Hard,Bjorn Phau,W,62 63 62
1,2012,US Open,"New York, NY, U.S.A.",2012.08.27 - 2012.09.09,Outdoor,Hard,Donald Young,W,63 62 64
1,2012,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2012.08.13 - 2012.08.19,Outdoor,Hard,Novak Djokovic,W,60 76(7) 
1,2012,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2012.08.13 - 2012.08.19,Outdoor,Hard,Stan Wawrinka,W,76(4) 63
1,2012,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2012.08.13 - 2012.08.19,Outdoor,Hard,Mardy Fish,W,63 76(4) 
1,2012,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2012.08.13 - 2012.08.19,Outdoor,Hard,Bernard Tomic,W,62 64
1,2012,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2012.08.13 - 2012.08.19,Outdoor,Hard,Alex Bogomolov Jr.,W,63 62
1,2012,London Olympics,"London, Great Britain",2012.07.30 - 2012.08.05,Outdoor,Grass,Andy Murray,L,26 16 46
1,2012,London Olympics,"London, Great Britain",2012.07.30 - 2012.08.05,Outdoor,Grass,Juan Martin del Potro,W,36 76(5) 19-17
1,2012,London Olympics,"London, Great Britain",2012.07.30 - 2012.08.05,Outdoor,Grass,John Isner,W,64 76(5) 
1,2012,London Olympics,"London, Great Britain",2012.07.30 - 2012.08.05,Outdoor,Grass,Denis Istomin,W,75 63
1,2012,London Olympics,"London, Great Britain",2012.07.30 - 2012.08.05,Outdoor,Grass,Julien Benneteau,W,62 62
1,2012,London Olympics,"London, Great Britain",2012.07.30 - 2012.08.05,Outdoor,Grass,Alejandro Falla,W,63 57 63
3,2012,Wimbledon,"London, Great Britain",2012.06.25 - 2012.07.08,Outdoor,Grass,Andy Murray,W,46 75 63 64
3,2012,Wimbledon,"London, Great Britain",2012.06.25 - 2012.07.08,Outdoor,Grass,Novak Djokovic,W,63 36 64 63
3,2012,Wimbledon,"London, Great Britain",2012.06.25 - 2012.07.08,Outdoor,Grass,Mikhail Youzhny,W,61 62 62
3,2012,Wimbledon,"London, Great Britain",2012.06.25 - 2012.07.08,Outdoor,Grass,Xavier Malisse,W,76(1) 61 46 63
3,2012,Wimbledon,"London, Great Britain",2012.06.25 - 2012.07.08,Outdoor,Grass,Julien Benneteau,W,46 67(3) 62 76(6) 61
3,2012,Wimbledon,"London, Great Britain",2012.06.25 - 2012.07.08,Outdoor,Grass,Fabio Fognini,W,61 63 62
3,2012,Wimbledon,"London, Great Britain",2012.06.25 - 2012.07.08,Outdoor,Grass,Albert Ramos-Vinolas,W,61 61 61
3,2012,Halle,"Halle, Germany",2012.06.11 - 2012.06.17,Outdoor,Grass,Tommy Haas,L,67(5) 46
3,2012,Halle,"Halle, Germany",2012.06.11 - 2012.06.17,Outdoor,Grass,Mikhail Youzhny,W,61 64
3,2012,Halle,"Halle, Germany",2012.06.11 - 2012.06.17,Outdoor,Grass,Milos Raonic,W,67(4) 64 76(3) 
3,2012,Halle,"Halle, Germany",2012.06.11 - 2012.06.17,Outdoor,Grass,Florian Mayer,W,64 75
3,2012,Roland Garros,"Paris, France",2012.05.28 - 2012.06.10,Outdoor,Clay,Novak Djokovic,L,46 57 36
3,2012,Roland Garros,"Paris, France",2012.05.28 - 2012.06.10,Outdoor,Clay,Juan Martin del Potro,W,36 67(4) 62 60 63
3,2012,Roland Garros,"Paris, France",2012.05.28 - 2012.06.10,Outdoor,Clay,David Goffin,W,57 75 62 64
3,2012,Roland Garros,"Paris, France",2012.05.28 - 2012.06.10,Outdoor,Clay,Nicolas Mahut,W,63 46 62 75
3,2012,Roland Garros,"Paris, France",2012.05.28 - 2012.06.10,Outdoor,Clay,Adrian Ungur,W,63 62 67(6) 63
3,2012,Roland Garros,"Paris, France",2012.05.28 - 2012.06.10,Outdoor,Clay,Tobias Kamke,W,62 75 63
2,2012,ATP World Tour Masters 1000 Rome,"Rome, Italy",2012.05.14 - 2012.05.20,Outdoor,Clay,Novak Djokovic,L,26 67(4) 
2,2012,ATP World Tour Masters 1000 Rome,"Rome, Italy",2012.05.14 - 2012.05.20,Outdoor,Clay,Andreas Seppi,W,61 62
2,2012,ATP World Tour Masters 1000 Rome,"Rome, Italy",2012.05.14 - 2012.05.20,Outdoor,Clay,Juan Carlos Ferrero,W,62 57 61
2,2012,ATP World Tour Masters 1000 Rome,"Rome, Italy",2012.05.14 - 2012.05.20,Outdoor,Clay,Carlos Berlocq,W,63 64
3,2012,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2012.05.07 - 2012.05.13,Outdoor,Clay,Tomas Berdych,W,36 75 75
3,2012,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2012.05.07 - 2012.05.13,Outdoor,Clay,Janko Tipsarevic,W,62 63
3,2012,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2012.05.07 - 2012.05.13,Outdoor,Clay,David Ferrer,W,64 64
3,2012,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2012.05.07 - 2012.05.13,Outdoor,Clay,Richard Gasquet,W,63 62
3,2012,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2012.05.07 - 2012.05.13,Outdoor,Clay,Milos Raonic,W,46 75 76(4) 
3,2012,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2012.03.19 - 2012.04.01,Outdoor,Hard,Andy Roddick,L,67(4) 61 46
3,2012,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2012.03.19 - 2012.04.01,Outdoor,Hard,Ryan Harrison,W,62 76(3) 
3,2012,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2012.03.05 - 2012.03.18,Outdoor,Hard,John Isner,W,76(7) 63
3,2012,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2012.03.05 - 2012.03.18,Outdoor,Hard,Rafael Nadal,W,63 64
3,2012,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2012.03.05 - 2012.03.18,Outdoor,Hard,Juan Martin del Potro,W,63 62
3,2012,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2012.03.05 - 2012.03.18,Outdoor,Hard,Thomaz Bellucci,W,36 63 64
3,2012,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2012.03.05 - 2012.03.18,Outdoor,Hard,Milos Raonic,W,67(4) 62 64
